name,cuisine,rating,delivery_time,distance,latitude,longitude,id
Quay House - Circular Road,"Thai, Local & Malaysian, Healthy",4.2,N/A,N/A,1.2858595,103.8495947,4-C4MXEJ2KVA41GX?
Los Amigos Taqueria - Circular Road,"Mexican, BBQ & Grill, Western",4.1,45 mins , 1.2 km,1.286502,103.8490766,4-CZJ1TPWEBAL2LJ?
Dumpling Darlings - Circular Road,"Noodles, Chinese, Local & Malaysian",4.2,40 mins , 1 km,1.287499,103.8487558,4-C2ADA2EACYTCNN?
Hermano By Sleeping Giants - Circular Road,"Western, Pizza",4.3,35 mins , 1 km,1.286502,103.8490766,4-CYT3VBLELT2UNX?
Yatagarasu - Circular Road,"Japanese, Fried Chicken, BBQ & Grill",4.3,45 mins , 1.3 km,1.2899175,103.8519072,4-CZDJNNX1PCJ2LE?
Hello Korean Bbq - Circular Road,"BBQ & Grill, Korean",4.6,45 mins , 1.3 km,1.286502,103.8490766,4-CZE3JTC2KEA2T2?
Aroy-Dee Thai Kitchen - Boat Quay,Thai,4.2,40 mins , 1.1 km,1.2856828,103.8507661,SGDD00295?
The Hitsuji Club - Circular Road,"Bento, Japanese, BBQ & Grill",4.3,30 mins , 1.3 km,1.2899175,103.8519072,4-CZDJNNXVEJ5WLA?
Kim's Singapore Bistro - Boat Quay Conservation Area,"Vegetarian Friendly, BBQ & Grill, Zi Char, Bubble Tea, Chinese",4.6,65 mins , 1.3 km,1.28179775,103.8514175,4-C3XFR3WCA2CVRA?
Bytes Station - Raffles MRT Station,"Western, Bakery & Cake, Breakfast, Drinks & Beverages",4.1,N/A,N/A,1.2899175,103.8519072,4-C4CJJAXARBXDV2?
National Kitchen by Violet Oon - National Gallery,"Bento, MICHELIN Plate, Local & Malaysian, Group Friendly",4.2,40 mins , 0.9 km,1.2899175,103.8519072,4-CZDBLNAFCYN2RT?
Eat Bar - South Bridge Road,"Western, Chinese, Local & Malaysian",4.2,35 mins , 1.1 km,1.2878812,103.8483939,4-C4NBHA5KRYCYJE?
Dzan's Corner - South Bridge Road,"Local & Malaysian, Noodles, Seafood, BBQ & Grill",4.6,N/A,N/A,1.2878812,103.8483939,4-C4KWA3EANE42GE?
Jao Thai Food - South Bridge Road,"Western, Thai, BBQ & Grill, Drinks & Beverages",4.3,40 mins , 1 km,1.2878812,103.8483939,4-C2TZLXDJLTDXE6?
Village Nasi Lemak Bar - Circular Road,"Local & Malaysian, BBQ & Grill, Drinks & Beverages",4.3,35 mins , 1.3 km,1.286502,103.8490766,4-CYMZRGBKR6BWEE?
Xin Yuan Ji Fish Soup æ–°æºè®° - One Raffles Place,"Chinese, Local & Malaysian, Seafood, Noodles, Snack",4.6,35 mins , 0.9 km,1.2847698,103.8506191,4-C4KBCYMTFBLVNE?
Grains & Co. - One Raffles Place,"Healthy, Bento, Breakfast & Brunch, Salad",4.2,35 mins , 0.9 km,54.056961,-2.19201792,4-C4EUGJ4GTREJEJ?
Shimmer Healthy Bowl By Popular Food - One Raffles Place,"Breakfast & Brunch, Healthy, Salad, Local & Malaysian",4.5,35 mins , 0.9 km,1.2899175,103.8519072,4-C4NBG6U3LPVKKA?
Chuan Taizi Mala Tang - One Raffles Place,"Chinese, Mala, Drinks & Beverages",4.1,N/A,N/A,1.2847698,103.8506191,4-C6BYR8BBAYNCNA?
Macpherson BBQ Seafood - Leagoo Building,"Local & Malaysian, Chinese, Seafood, Noodles",4.4,35 mins , 1 km,1.2899175,103.8519072,SGDD06267?
Co Chung Restaurant - Lorong Telok,"Vietnamese, BBQ & Grill, Drinks & Beverages",4.5,45 mins , 1.1 km,1.2870415,103.8486728,4-C2LYG2CGC4AYJA?
Tong Xin Ru Yi - Lorong Telok,"Chinese, Noodles",4.4,35 mins , 1.1 km,1.286241,103.8484292,4-CZDXJJMKNPBVWE?
The Supplement Haven - Circular Road,Health & Wellness,4.3,N/A,N/A,1.286502,103.8490766,4-C32UTFWBETUYNX?
SF Fruit & Juices - One Raffles Place,"Healthy, Drinks & Beverages, Fresh Produce",4.3,35 mins , 0.9 km,51.5394104,-1.064682027,4-C4MDVPMAFCDKCJ?
Freakin' Yummy Izakaya (FYI) - Circular Road,"Japanese, BBQ & Grill",4.5,40 mins , 1.3 km,1.286502,103.8490766,4-CZDUHEJHWATWJX?
Mr Bean - Raffles Place MRT Station,"Local & Malaysian, Breakfast & Brunch, Healthy",4.2,40 mins , 1.4 km,1.2899175,103.8519072,4-CYTKLXJFGRMVNA?
The Grill Knife - Raffles Place MRT Station,"Kids Friendly, Halal, BBQ & Grill, Western",4.6,60 mins , 0.9 km,1.2899175,103.8519072,4-C2THVYVKT6UKCA?
The Green Collective SG - Funan Mall,"Alcohol, Snack, Mart, Health & Wellness, Vegan",4.3,25 mins , 0.5 km,1.2899175,103.8519072,4-C2XBJY4XDETUJ6?
Quick Greens - Funan Mall,"Healthy, Vegetarian Friendly, Vegan",4.5,30 mins , 0.5 km,1.2899175,103.8519072,4-C24HDEKKL2WVC2?
Bee Kee Truffle Wanton Noodle - CapitaSpring,"Chinese, Noodles, Drinks & Beverages",4.3,40 mins , 1.2 km,1.2899175,103.8519072,SGDD01392?
PENG é¹ Tiong Bahru Wanton Mee - CapitaSpring,"Chinese, Local & Malaysian, Noodles",4.6,35 mins , 1.2 km,1.2899175,103.8519072,SGDD12541?
Authentic Hock Lam Beef Noodles - 13 North Canal Road,"Chinese, Noodles",4.4,40 mins , 1.3 km,1.28628015,103.8487624,SGDD01360?
Cellarbration Bistro & Bottle Shop - Lorong Telok,"Alcohol, Mart, Drinks & Beverages",4.2,N/A,N/A,52.3530768,4.8633372,4-C4MYGELXJZLWJJ?
Yakizen - Boat Quay Conservation Area,"Japanese, BBQ & Grill, Salad, Zi Char, Sushi",4.4,40 mins , 1.3 km,1.2899175,103.8519072,4-C2EAC3VJEBUWL2?
Dondonburi - Lorong Telok,"Japanese, Noodles, Drinks & Beverages",4.3,N/A,N/A,1.286241,103.8484292,4-C3VWVT6ETNUVLT?
Hisingapore - High Street Centre,"Mart, Healthy, Snacks",4.5,N/A,N/A,1.2899732,103.8492506,4-C6CCKELHFGA2AA?
The Good Boys - High Street Plaza,"Drinks & Beverages, Healthy",4.3,35 mins , 0.8 km,1.29047655,103.8493386,4-C3VJR76KJXXADA?
Flo Dining - High Street Plaza,"Japanese, Chicken, Vegetarian Friendly",4.2,30 mins , 0.8 km,1.29047655,103.8493386,4-C3UBCEDHTT6FCN?
Ramanico Delights - High Street Plaza,Chinese,4.2,25 mins , 0.8 km,1.29047655,103.8493386,4-C3JDL6TGDF3WNN?
Souperstar - One Raffles Place,Salad,4.5,30 mins , 1 km,1.2847698,103.8506191,4-CZCUCRKVCAMYVA?
Tummy Delights - Raffles Place,"Chinese, Western, BBQ & Grill",4.2,N/A,N/A,1.28179775,103.8514175,4-C6BAGXDYGJDBET?
Two Wings - North Bridge Road,"Western, Fried Chicken, Drinks & Beverages",4.2,30 mins , 0.5 km,1.2770082,103.8418933,4-CYLJWGEJRP3TJA?
Ange Bakes Keto Bakery & Cafe - High Street Plaza,"Mart, Bakery, Dessert, Local, Snacks",4.6,35 mins , 0.8 km,N/A,N/A,4-CZD1V32GJVEUCE?
O2 Bistro - Boat Quay Conservation Area,"Dessert, Chinese, Western",4.4,35 mins , 1.3 km,1.2899175,103.8519072,4-C2MUN4CTR2VXWE?
Naga House - Lorong Telok,"Coffee & Tea, Drinks & Beverages, Japanese Cuisine",4.5,35 mins , 1.3 km,1.286241,103.8484292,4-C3NCCTNHRCDTRE?
Beyond Fruit - Funan,"Drinks & Beverages, Dessert, Healthy",4.5,75 mins , 0.5 km,1.2899175,103.8519072,4-C4MZEJ51G64XGN?
O2 Bistro - Boat Quay Conservation Area,"Dessert, Chinese, Western",4.2,35 mins , 1.3 km,1.2899175,103.8519072,4-C2MUN4CTR2VXWE?
Naga House - Lorong Telok,"Coffee & Tea, Drinks & Beverages, Japanese Cuisine",4.6,35 mins , 1.3 km,1.286241,103.8484292,4-C3NCCTNHRCDTRE?
Beyond Fruit - Funan,"Drinks & Beverages, Dessert, Healthy",4.5,75 mins , 0.5 km,1.2899175,103.8519072,4-C4MZEJ51G64XGN?
53 Galaxy Space - South Bridge Road,"Western, Breakfast & Brunch, Pasta, Salad",4.4,N/A,N/A,1.2871875,103.8484084,4-C25UGT5GNVA2WA?
The Taste of Bharath - High Street Plaza,"Indian, Local & Malaysian",4.3,30 mins , 0.5 km,1.29047655,103.8493386,4-CYN1J3LDNLKDJA?
Old Chang Kee - Funan,"Snack, Local & Malaysian, Halal, Group Friendly",4.1,30 mins , 0.5 km,1.29514495,103.8559543,4-CYVFL2CDN2UEJ2?
Twyst Pasta - Raffles Place MRT Station,"Noodles, Fast Food, Italian, Bakery & Cake, Halal",4.2,70 mins , 1.2 km,1.2899175,103.8519072,4-C25ZKECUCZD3AN?
Old Tea Hut - One Raffles Place,"Drinks & Beverages, Coffee & Tea, Bubble Tea",4.4,35 mins , 1 km,1.2847698,103.8506191,4-CZLGCZDUNFMVPA?
Ba Ge Chuan Chuan - South Bridge Road,"Chinese, BBQ & Grill",4.1,N/A,N/A,1.2878812,103.8483939,4-C3MAL2EZV3VKTT?
NOKA - Funan,"Alcohol, Dessert, Drinks & Beverages, Sushi",4.5,45 mins , 0.8 km,1.29121665,103.8498417,4-CZJVJ6KABAXJET?
Swirled - Capitaspring,"Western, Pasta, Seafood, Snack, Local & Malaysian",4.5,55 mins , 1.3 km,1.283977,103.850048,4-C4C3MA42ENXZCA?
Patronsâ€™ Box - One Raffles Place,"Western, Middle Eastern, Dessert",4.4,40 mins , 1 km,1.2847698,103.8506191,4-C3LGR6M3C8EXCE?
Cedele - CIMB Plaza,"Western, Bakery & Cake, Breakfast & Brunch",4.4,35 mins , 1 km,1.2899175,103.8519072,4-C34WEEW1ECKAC6?
Tanamera Coffee - Oxley @ Raffles,"Indonesian, Breakfast & Brunch, Fried Rice, Satay, Soup",4.5,119 mins , 1 km,1.28179775,103.8514175,4-C2T3CY2YWAVGNE?
Cedele Mart - CIMB Plaza,"Bakery & Cake, Groceries, Healthy Food, Snack, Gourmet",4.6,35 mins , 1 km,1.2899175,103.8519072,4-C34WEEW1DCLVPA?
Ya Kun Kaya Toast - Funan Mall,"Coffee & Tea, Bakery & Cake, Dessert, Group Friendly",4.3,30 mins , 0.8 km,1.3003953,103.8519584,4-CZBXTF4YA8DXGT?
Dunkin' Donuts - Funan Mall,"Western, Group Friendly, Bakery & Cake, Drinks & Beverages, Halal",4.4,40 mins , 0.8 km,1.2899175,103.8519072,4-CYU3N7KCECKGNX?
The Coffee Bean & Tea Leaf - CIMB Plaza,"Breakfast & Brunch, Coffee & Tea, Dessert, Halal",4.2,35 mins , 1 km,51.4519587,-0.357715688,4-C2LXSBCJTJNGLN?
Chalong - Charcoal Grill Meat - One Raffles Place,"Western, Thai, BBQ & Grill",4.5,45 mins , 1 km,1.2847698,103.8506191,4-CZL3BB5KNBBGHE?
Toast Box - Phillip Street,"Local & Malaysian, Breakfast & Brunch, Drinks & Beverages",4.3,35 mins , 1.6 km,1.2844664,103.8499913,SGDD11205?
Gado & Grill - One Raffles Place,"Bento, Fried Chicken, Group Friendly",4.5,35 mins , 1 km,23.2511349,69.7410393,SGDD06836?
Humble Bakery - One Raffles Place,"Bakery & Cake, Cakes & Bakeries",4.5,35 mins , 1.3 km,1.28150055,103.8521266,4-C34ULBUAENKKN2?
Super Coco - Funan,"Dessert, Drinks & Beverages, Bubble Tea, Group Friendly",4.2,30 mins , 0.8 km,1.30467275,103.7727674,4-C3THEXDDT62YNA?
Cat & The Fiddle - Raffles Place MRT Station,"Frozen Food, Bakery & Cake, Dessert, Halal",4.3,35 mins , 1 km,41.8523094,1.5745043,4-C22UMAVDRYDYCE?
Un-Yang-Kor-Dai - South Bridge,"Thai, Noodles, Islandwide Delivery, MICHELIN Bib Gourmand, Salad",4.4,40 mins , 1 km,1.2870941,103.8483242,SGDD08841?
luckin coffee - Royal Group Building,"Bakery & Cake, Breakfast & Brunch, Coffee & Tea, Dessert, Drinks & Beverages",4.5,N/A,N/A,1.2899175,103.8519072,4-C6A1LB6FTEDXHA?
Lucky Saigon - North Canal Road,"Snack, Noodles, Vegetarian Friendly",4.1,35 mins , 1.3 km,1.2863468,103.8483514,SGDD00739?
Poke Theory - Change Alley Mall,"Salad, Healthy, Vegan, Halal, Group Friendly",4.4,35 mins , 1.6 km,1.284192,103.852304,4-C2BTTP4CCX6VGT?
Omnivore - Oxley @ Raffles,"Western, Salad, Group Friendly",4.3,35 mins , 1 km,1.2899175,103.8519072,4-C2X1T3VTTKAGLX?
Ikigai Izakaya - The Riverwalk,Japanese,4.2,N/A,N/A,1.2899175,103.8519072,4-C2VDKCCGAZDEN2?
L'Entrecote La Baguette - Funan Mall,"French, Sandwiches",4.4,25 mins , 0.8 km,1.2899175,103.8519072,4-C32ET3DULFUFVJ?
The Sandwich Shop - Hitachi Tower,"Western, Breakfast & Brunch, Snack, Group Friendly",4.6,35 mins , 1.3 km,1.2899175,103.8519072,4-C2UTLUVJAYWHTX?
Namino Hana - One Raffles Place,"Bento, Drinks & Beverages, Japanese, Salad",4.5,35 mins , 1 km,1.2847698,103.8506191,4-C3VWV8NGC2VULT?
CHICHA San Chen - Change Alley,"Drinks & Beverages, Coffee & Tea, Bubble Tea, Group Friendly",4.5,35 mins , 1 km,1.2899175,103.8519072,4-C2CUKAU3SGNYTE?
Tea Pulse - Royal Group Building,"Drinks & Beverages, Coffee & Tea, Bubble Tea, Group Friendly",4.6,35 mins , 1.9 km,1.2899175,103.8519072,4-CZAJVFBBCXNJEN?
Nanyang Chicken - South Bridge Road,"Bento, Local & Malaysian, Chinese",4.3,30 mins , 1 km,1.2878812,103.8483939,SGDD09015?
Fun Toast - One Raffles Place,"Local & Malaysian, Breakfast & Brunch, Coffee & Tea",4.2,35 mins , 1 km,1.2847698,103.8506191,SGDD08530?
Urban Mix - One Raffles Place,"Mexican, Salad, Vegetarian, Healthy, Group Friendly",4.5,35 mins , 1 km,1.2847698,103.8506191,SGDD03136?
Mr. Coconut - One Raffles Place,"Drinks & Beverages, Bubble Tea, Dessert",4.2,30 mins , 1 km,1.2847698,103.8506191,4-C2B1RVCEGEEDJA?
Fish Soup Paradise - Raffles Place,"Porridge, Chinese, Local & Malaysian",4.4,35 mins , 1 km,1.2899175,103.8519072,4-C2EVEBLHCXMJNJ?
Ha Jun Korean - CIMB Plaza,"Japanese, Korean, Bento",4.1,30 mins , 1.6 km,1.2899175,103.8519072,4-C6B1MFC2T8JCV6?
Dungeon by II Fiore - Raffles Place,"Chinese, Pizza, Pasta",4.1,35 mins , 1 km,1.2835947,103.851568,4-CY5WJUTKJ24BNT?
Adam Road Mee Soto - Oxley @ Raffles,"Local & Malaysian, Drinks & Beverages, Noodles",4.3,40 mins , 1 km,1.32516275,103.8132855,4-C3VKNTDUFBXATX?
Kotobuki Japanese Restaurant - One Raffles Place,"Bento, Japanese, Sushi, Group Friendly",4.6,35 mins , 1.3 km,1.28150055,103.8521266,4-C2UEME3ART53C6?
umisushi - One Raffles Place,"Japanese, Bento, Sushi, Group Friendly",4.4,35 mins , 1 km,1.2847698,103.8506191,4-CYUWR4KCVBLYGN?
Kopifellas - Change Alley Mall,"Chinese, Coffee & Tea, Drinks & Beverages, Dim Sum",4.5,40 mins , 1 km,1.284192,103.852304,4-C2XWJRCGEJKBGN?
Gin Khao - One Raffles Place,"Thai, Noodles",4.2,40 mins , 1.4 km,1.2847698,103.8506191,SGDD00526?
Flavours by Saute - Funan,"Vegetarian Friendly, Western, Kids Friendly",4.3,40 mins , 0.8 km,1.2914951,103.8500874,4-CZDWLYEBLF2XGT?
Komala's - Change Alley Mall,"Indian, Vegetarian Friendly",4.5,40 mins , 1.1 km,1.284192,103.852304,4-C2KFCVE1NZJXL6?
Tip Top Curry Puff - One Raffles Place,"Drinks & Beverages, Snack, Noodles, Group Friendly",4.5,35 mins , 1 km,1.2847698,103.8506191,4-CYMFLRLTRA2WGX?
Kura Patisserie Bakery,"French, Dessert, Western",4.6,40 mins , 1.1 km,1.2899175,103.8519072,4-C3XGLVLZEPCHR6?
Joah Korean Restaurant - One Raffles Place,"Frozen Food, Korean",4.3,30 mins , 1 km,1.28150055,103.8521266,4-C2TWVLLTCK2BGX?
Greendot - Raffles Place,"Healthy, Noodles, Vegan",4.2,40 mins , 1.4 km,1.283451,103.851598,SGDD05316?
The Soup Spoon - Raffles Xchange,"Soup, Western, Vegetarian Friendly, Healthy, Halal",4.5,40 mins , 1.5 km,1.2899175,103.8519072,SGDD11568?
Twelve Cupcakes - One Raffles Place,"Mart, Snacks, Dessert",4.5,35 mins , 1.5 km,1.2847698,103.8506191,4-CYN1J3LAAUTVHE?
Upshot Coffee - One Raffles Place,"Coffee & Tea, Drinks & Beverages, Western",4.3,40 mins , 1 km,1.28150055,103.8521266,4-C3BUR2NCFEBJA6?
Pasta E Formaggio - Collyer Quay Centre,Italian,4.5,40 mins , 1.3 km,1.2899175,103.8519072,4-C2LCJP6XFFUTTT?
Chop Kin Mee - 15 Philip Street,"Noodles, Thai",4.5,35 mins , 1.9 km,1.293583,103.850762,4-C3EGDBAGC62BMA?
Qin Ji Rougamo - One Raffles Place,"Chinese, Fast Food, Noodles, Burgers, Snack",4.6,35 mins , 1.5 km,1.2847698,103.8506191,4-C2EAVNCFCCJBVX?
Le Tian Tian - One Raffles Place,"Breakfast & Brunch, Dessert, Drinks & Beverages, Local & Malaysian, Snack",4.2,30 mins , 1.4 km,1.2847698,103.8506191,4-CZEFNUXCAYJFV2?
Lu Ba Jie (å¤è±ç•Œ) - CapitaSpring,"Chinese, Noodles, Local & Malaysian",4.6,40 mins , 1.3 km,1.2899175,103.8519072,4-C4BETXVYRKUHCJ?
